 pedido;fecha_pedido;fecha;financial_status;total;subtotal;shipping;taxes;discount_code;discount_amount;sku;producto;cantidad;precio_unitario;ImportadoIA;descuento_item;categoria_producto;canal;ciudad;departamento;payment_method;risk_level
2712;2025-08-29 20:31:28-05:00;2025-08-29;paid;227.940,00;227.940,00;0,00;36.393,78;ELEVENPRO10;0,00;26196;Enterizo Deep Terrain - M;1;227.940,00;NO;0.0;Enterizo;web;Ocaña;Santander;Addi Payment;Low
2717;2025-08-30 10:02:01-05:00;2025-08-30;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1208;Pantaloneta Estelar Ocean Power - S;1;289.900,00;NO;0.0;Pantalonetas;web;Palmira;Valle Del Cauca;Addi Payment + Wompi;Low
2718;2025-08-30 10:41:26-05:00;2025-08-30;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / M / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Cali;Valle Del Cauca;Addi Payment + Wompi;Low
2720;2025-08-30 21:19:09-05:00;2025-08-30;paid;874.300,00;874.300,00;0,00;139.594,12;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / S / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Villapinzon;Cundinamarca;Addi Payment;Medium
2720;2025-08-30 21:19:09-05:00;2025-08-30;paid;874.300,00;874.300,00;0,00;139.594,12;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / M / Masculino;2;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Medium
2720;2025-08-30 21:19:09-05:00;2025-08-30;paid;874.300,00;874.300,00;0,00;139.594,12;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / L / Masculino;2;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Medium
2720;2025-08-30 21:19:09-05:00;2025-08-30;paid;874.300,00;874.300,00;0,00;139.594,12;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / XL / Masculino;2;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Medium
2722;2025-08-31 14:19:24-05:00;2025-08-31;paid;254.800,00;254.800,00;0,00;19.942,02;ELEVENPRO10;0,00;1249;Pantaloneta de entrenamiento Midnight Pro - XL / Dark blue;1;129.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
2722;2025-08-31 14:19:24-05:00;2025-08-31;paid;254.800,00;254.800,00;0,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / L / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Cartagena;Bolívar;Addi Payment;Low
2723;2025-08-31 15:50:47-05:00;2025-08-31;paid;233.820,00;233.820,00;0,00;0,00;ELEVENPRO10;25.980,00;1246;Pantaloneta de entrenamiento Midnight Pro - 2XL / Black;2;129.900,00;NO;0.0;Pantalonetas;web;Barranquilla;Atlántico;Wompi;Low
2724;2025-08-31 17:47:12-05:00;2025-08-31;paid;526.320,00;526.320,00;0,00;0,00;ELEVENPRO10;58.480,00;3463;Pantaloneta Estelar Steel Ride Woman - M;1;289.900,00;NO;0.0;Pantalonetas;web;Sutamarchan;Boyacá;Addi Payment;Medium
2724;2025-08-31 17:47:12-05:00;2025-08-31;paid;526.320,00;526.320,00;0,00;0,00;ELEVENPRO10;58.480,00;1262;Pantaloneta Estelar Green Motion Hombre - 2XL;1;294.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Medium
2726;2025-08-31 18:40:32-05:00;2025-08-31;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / M / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Cartago (Valle) (76147000);Valle Del Cauca;Addi Payment;Low
2729;2025-08-31 22:49:21-05:00;2025-08-31;paid;515.420,00;515.420,00;0,00;62.351,93;ELEVENPRO10;0,00;2900;Pantaloneta 3/4 sin tiranta hombre - 2XL;1;140.720,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
2729;2025-08-31 22:49:21-05:00;2025-08-31;paid;515.420,00;515.420,00;0,00;62.351,93;ELEVENPRO10;0,00;80305;Jersey Vuelta a EspaÃ±a - Negro / 2XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;La Dorada;Caldas;Addi Payment;Low
2729;2025-08-31 22:49:21-05:00;2025-08-31;paid;515.420,00;515.420,00;0,00;62.351,93;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / S / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2729;2025-08-31 22:49:21-05:00;2025-08-31;paid;515.420,00;515.420,00;0,00;62.351,93;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / 2XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2730;2025-09-01 08:06:40-05:00;2025-09-01;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / M / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Calarcá;Quindío;Addi Payment;Low
2732;2025-09-01 11:33:20-05:00;2025-09-01;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / L / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Pereira;Risaralda;Addi Payment;Low
2740;2025-09-02 22:44:36-05:00;2025-09-02;paid;179.800,00;179.800,00;0,00;0,00;ELEVENPRO10;0,00;99999;T-Shirt MaratÃ³n MedellÃ­n - L / Masculino;1;89.900,00;NO;0.0;Camisetas;web;Medellín;Antioquia;Addi Payment + Wompi;Low
2740;2025-09-02 22:44:36-05:00;2025-09-02;paid;179.800,00;179.800,00;0,00;0,00;ELEVENPRO10;0,00;99999;T-Shirt MaratÃ³n MedellÃ­n - M / Masculino;1;89.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Addi Payment + Wompi;Low
2743;2025-09-04 19:02:44-05:00;2025-09-04;paid;139.900,00;124.900,00;15.000,00;0,00;ELEVENPRO10;0,00;80305;Jersey Vuelta a EspaÃ±a - Rojo / XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Albania;La Guajira;Addi Payment;Low
2746;2025-09-04 21:49:20-05:00;2025-09-04;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / M / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Bogotá;Bogotá D.C.;Addi Payment;Low
2747;2025-09-04 22:59:57-05:00;2025-09-04;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Espinal;Tolima;Addi Payment;Low
2748;2025-09-05 07:09:55-05:00;2025-09-05;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26949;Enterizo Manga Corta - S;1;227.940,00;NO;0.0;Enterizo;web;Montelibano;Córdoba;Addi Payment;Low
2752;2025-09-05 15:03:43-05:00;2025-09-05;paid;164.940,00;149.940,00;15.000,00;0,00;ELEVENPRO10;0,00;2201;Chaqueta Camuflada Hombre - M / Red;1;149.940,00;NO;0.0;Chaquetas;web;Soacha;Cundinamarca;Addi Payment;Low
2753;2025-09-05 16:27:37-05:00;2025-09-05;paid;264.800,00;264.800,00;0,00;42.278,99;ELEVENPRO10;0,00;90453;Jersey EdiciÃ³n Centenario Hombre - XXL / Manga larga;1;139.900,00;NO;0.0;Jerseys;web;Bogotá;Bogotá D.C.;Wompi;Low
2753;2025-09-05 16:27:37-05:00;2025-09-05;paid;264.800,00;264.800,00;0,00;42.278,99;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / 2XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Wompi;Low
2760;2025-09-06 12:26:39-05:00;2025-09-06;paid;366.710,00;366.710,00;0,00;19.942,02;ELEVENPRO10;12.990,00;1246;Pantaloneta de entrenamiento Midnight Pro - S / Black;1;129.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
2760;2025-09-06 12:26:39-05:00;2025-09-06;paid;366.710,00;366.710,00;0,00;19.942,02;ELEVENPRO10;12.990,00;14486;Tour de Francia EdiciÃ³n Especial 2025 - Verde / S / Manga corta hombre;1;124.900,00;SI;0.0;Jerseys;web;Medellín;Antioquia;Addi Payment;Low
2760;2025-09-06 12:26:39-05:00;2025-09-06;paid;366.710,00;366.710,00;0,00;19.942,02;ELEVENPRO10;12.990,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / S / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2761;2025-09-06 16:55:28-05:00;2025-09-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / L / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Girardot;Bogotá D.C.;Addi Payment;Low
2763;2025-09-07 09:33:25-05:00;2025-09-07;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Yopal;Casanare;Addi Payment;Low
2763;2025-09-07 09:33:25-05:00;2025-09-07;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / M / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2766;2025-09-07 20:16:33-05:00;2025-09-07;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / L / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Armenia;Quindío;Addi Payment + Wompi;Low
2768;2025-09-08 07:52:08-05:00;2025-09-08;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / M / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Sogamoso;Boyacá;Addi Payment;Low
2770;2025-09-08 14:36:55-05:00;2025-09-08;paid;144.900,00;129.900,00;15.000,00;0,00;ELEVENPRO10;0,00;1246;Pantaloneta de entrenamiento Midnight Pro - M / Black;1;129.900,00;NO;0.0;Pantalonetas;web;Mosquera;Cundinamarca;Addi Payment;Low
2772;2025-09-09 12:27:56-05:00;2025-09-09;paid;323.910,00;323.910,00;0,00;0,00;ELEVENPRO10;35.990,00;1245;Pantaloneta BTM Ultra - M;1;359.900,00;NO;0.0;Pantalonetas;web;Bogotá;Bogotá D.C.;Addi Payment;Low
2773;2025-09-09 13:37:40-05:00;2025-09-09;paid;152.800,00;152.800,00;0,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / S / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Neiva;Huila;Addi Payment;Low
2773;2025-09-09 13:37:40-05:00;2025-09-09;paid;152.800,00;152.800,00;0,00;19.942,02;ELEVENPRO10;0,00;81505727;Calcetines tejidos - S / Dark blue;1;27.900,00;SI;0.0;Calcetines;web;Sin información;Sin información;Addi Payment;Low
2775;2025-09-09 14:34:41-05:00;2025-09-09;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26955;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Paipa;Boyacá;Addi Payment;Low
2777;2025-09-10 14:03:07-05:00;2025-09-10;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / M / Femenino;2;124.900,00;SI;0.0;Jerseys;web;Ocaña;Norte De Santander;Addi Payment;Low
2779;2025-09-10 16:48:53-05:00;2025-09-10;paid;259.900,00;259.900,00;0,00;0,00;ELEVENPRO10;0,00;13381;Jersey TÃ©rmico Tope de Gama Manga Larga - S;1;259.900,00;NO;0.0;Jerseys;web;Fundación;Magdalena;Addi Payment;Low
2780;2025-09-11 07:38:16-05:00;2025-09-11;paid;374.700,00;374.700,00;0,00;59.826,05;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / S / Femenino;3;124.900,00;SI;0.0;Jerseys;web;Valledupar;Cesar;Addi Payment;Low
2781;2025-09-11 08:25:18-05:00;2025-09-11;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / L / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Guadalajara De Buga;Valle Del Cauca;Addi Payment;Low
2781;2025-09-11 08:25:18-05:00;2025-09-11;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / M / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2782;2025-09-11 14:35:02-05:00;2025-09-11;paid;139.900,00;124.900,00;15.000,00;0,00;ELEVENPRO10;0,00;80305;Jersey Vuelta a EspaÃ±a - Negro / XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Barranquilla;Atlántico;Wompi;Low
2784;2025-09-12 17:30:53-05:00;2025-09-12;paid;139.900,00;124.900,00;15.000,00;0,00;ELEVENPRO10;0,00;80305;Jersey Vuelta a EspaÃ±a - Rojo / XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Ibagué;Tolima;Addi Payment;Low
2786;2025-09-13 13:14:41-05:00;2025-09-13;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Florencia;Chocó;Addi Payment;Low
2786;2025-09-13 13:14:41-05:00;2025-09-13;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / L / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2787;2025-09-14 00:52:31-05:00;2025-09-14;paid;144.900,00;129.900,00;15.000,00;0,00;ELEVENPRO10;0,00;1246;Pantaloneta de entrenamiento Midnight Pro - M / Black;1;129.900,00;NO;0.0;Pantalonetas;web;Santa Rosa De Cabal;Risaralda;Addi Payment;Low
2789;2025-09-14 15:07:24-05:00;2025-09-14;paid;205.146,00;205.146,00;0,00;0,00;ELEVENPRO10;22.794,00;26949;Enterizo Manga Corta - S;1;227.940,00;NO;0.0;Enterizo;web;Dosquebradas;Risaralda;Wompi;Low
2790;2025-09-15 10:57:16-05:00;2025-09-15;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26941;Enterizo Ciclismo dama - M;1;227.940,00;NO;0.0;Enterizo;web;Florencia;Caquetá;Addi Payment + Wompi;Low
2792;2025-09-15 15:23:21-05:00;2025-09-15;paid;309.700,00;309.700,00;0,00;29.505,88;ELEVENPRO10;0,00;20000;Perneras (S-M / L-XL);1;59.900,00;NO;0.0;Perneras;web;Sin información;Sin información;Addi Payment;Low
2792;2025-09-15 15:23:21-05:00;2025-09-15;paid;309.700,00;309.700,00;0,00;29.505,88;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / S / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Bogotá;Bogotá D.C.;Addi Payment;Low
2792;2025-09-15 15:23:21-05:00;2025-09-15;paid;309.700,00;309.700,00;0,00;29.505,88;ELEVENPRO10;0,00;80305;Jersey Vuelta a EspaÃ±a - Negro / S / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2795;2025-09-15 22:19:12-05:00;2025-09-15;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1263;Pantaloneta Estelar Steel Ride - M;1;289.900,00;NO;0.0;Pantalonetas;web;San Vicente De Chucuri;Santander;Addi Payment;Medium
2797;2025-09-16 10:09:45-05:00;2025-09-16;paid;152.800,00;152.800,00;0,00;19.942,02;ELEVENPRO10;0,00;81505727;Calcetines tejidos - M / Red whine;1;27.900,00;NO;0.0;Calcetines;web;Sin información;Sin información;Addi Payment;Low
2797;2025-09-16 10:09:45-05:00;2025-09-16;paid;152.800,00;152.800,00;0,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / M / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Chiquinquirá;Boyacá;Addi Payment;Low
2798;2025-09-16 13:34:36-05:00;2025-09-16;paid;349.810,00;349.810,00;0,00;19.942,02;ELEVENPRO10;24.990,00;14352;Jersey Tope de Gama Manga Corta - XL;1;249.900,00;NO;0.0;Jerseys;web;Tunja;Boyacá;Addi Payment;Low
2798;2025-09-16 13:34:36-05:00;2025-09-16;paid;349.810,00;349.810,00;0,00;19.942,02;ELEVENPRO10;24.990,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2802;2025-09-18 09:31:13-05:00;2025-09-18;paid;139.900,00;124.900,00;15.000,00;0,00;ELEVENPRO10;0,00;80305;Jersey Vuelta a EspaÃ±a - Negro / XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Chiquinquira;Boyacá;Addi Payment;Low
2804;2025-09-22 09:10:17-05:00;2025-09-22;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / M / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Apartadó;Antioquia;Addi Payment;Low
2804;2025-09-22 09:10:17-05:00;2025-09-22;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / M / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2805;2025-09-22 14:44:13-05:00;2025-09-22;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1263;Pantaloneta Estelar Steel Ride - M;1;289.900,00;NO;0.0;Pantalonetas;web;San Vicente De Chucuri;Santander;Addi Payment;Low
2806;2025-09-23 14:42:31-05:00;2025-09-23;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / M / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Boyacá;Addi Payment;Low
2806;2025-09-23 14:42:31-05:00;2025-09-23;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / M / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2812;2025-09-24 16:27:16-05:00;2025-09-24;paid;869.700,00;869.700,00;0,00;0,00;ELEVENPRO10;0,00;1263;Pantaloneta Estelar Steel Ride - M;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
2812;2025-09-24 16:27:16-05:00;2025-09-24;paid;869.700,00;869.700,00;0,00;0,00;ELEVENPRO10;0,00;1235;Pantaloneta Estelar Deep Aqua - M;1;289.900,00;NO;0.0;Pantalonetas;web;Floridablanca;Santander;Addi Payment;Low
2812;2025-09-24 16:27:16-05:00;2025-09-24;paid;869.700,00;869.700,00;0,00;0,00;ELEVENPRO10;0,00;1219;Pantaloneta Estelar Opa Navy Ride - M;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
2816;2025-09-25 21:05:13-05:00;2025-09-25;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / L / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Zipaquira;Cundinamarca;Wompi;Low
2818;2025-09-26 08:54:35-05:00;2025-09-26;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1261;Pantaloneta Estelar Desert Pro - M;1;289.900,00;NO;0.0;Pantalonetas;web;Tunja;Bogotá D.C.;Addi Payment;Low
2820;2025-09-27 22:01:02-05:00;2025-09-27;paid;227.940,00;227.940,00;0,00;36.393,78;ELEVENPRO10;0,00;26197;Enterizo Pop Blocks - M;1;227.940,00;NO;0.0;Enterizo;web;Bogotá;Bogotá D.C.;Addi Payment + Wompi;Low
2822;2025-09-28 21:35:50-05:00;2025-09-28;paid;254.800,00;254.800,00;0,00;19.942,02;ELEVENPRO10;0,00;1249;Pantaloneta de entrenamiento Midnight Pro - S / Dark blue;1;129.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
2822;2025-09-28 21:35:50-05:00;2025-09-28;paid;254.800,00;254.800,00;0,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / S / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Popayán;Cauca;Addi Payment;Low
2824;2025-09-29 15:03:19-05:00;2025-09-29;paid;260.910,00;260.910,00;0,00;0,00;ELEVENPRO10;28.990,00;1205;Pantaloneta Estelar Fire Motion - M;1;289.900,00;NO;0.0;Pantalonetas;web;Sevilla;Valle Del Cauca;Addi Payment;Low
2825;2025-10-01 14:19:35-05:00;2025-10-01;paid;157.800,00;157.800,00;0,00;0,00;ELEVENPRO10;0,00;1249;Pantaloneta de entrenamiento Midnight Pro - S / Dark blue;1;129.900,00;NO;0.0;Pantalonetas;web;Bogotá;Bogotá D.C.;Addi Payment;Low
2825;2025-10-01 14:19:35-05:00;2025-10-01;paid;157.800,00;157.800,00;0,00;0,00;ELEVENPRO10;0,00;81505727;Calcetines tejidos - L / Dark blue;1;27.900,00;SI;0.0;Calcetines;web;Sin información;Sin información;Addi Payment;Low
2826;2025-10-03 08:46:54-05:00;2025-10-03;paid;746.730,00;746.730,00;0,00;0,00;ELEVENPRO10;82.970,00;80295;Jersey Tope de Gama Manga Corta - M;1;249.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Wompi;Low
2826;2025-10-03 08:46:54-05:00;2025-10-03;paid;746.730,00;746.730,00;0,00;0,00;ELEVENPRO10;82.970,00;1226;Pantaloneta Estelar OPA Mineral Ride - M;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Wompi;Low
2826;2025-10-03 08:46:54-05:00;2025-10-03;paid;746.730,00;746.730,00;0,00;0,00;ELEVENPRO10;82.970,00;1216;Pantaloneta Estelar Opa Grafito men - M;1;289.900,00;NO;0.0;Pantalonetas;web;Bogotá;Bogotá D.C.;Wompi;Low
2827;2025-10-04 09:25:51-05:00;2025-10-04;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;13486;Tour de Francia ediciÃ³n especial 2025 Mujer - Amarillo / S / Manga Larga;1;134.900,00;NO;0.0;Jerseys;web;Yumbo;Valle Del Cauca;Wompi;Low
2828;2025-10-05 20:46:51-05:00;2025-10-05;paid;249.900,00;249.900,00;0,00;0,00;ELEVENPRO10;0,00;80183;Jersey Tope de Gama Manga Corta - XL;1;249.900,00;NO;0.0;Jerseys;web;Monterrey;Casanare;Addi Payment;Low
2830;2025-10-07 13:10:07-05:00;2025-10-07;paid;139.900,00;124.900,00;15.000,00;0,00;ELEVENPRO10;0,00;80305;Jersey Vuelta a EspaÃ±a - Negro / M / Masculino;1;124.900,00;SI;0.0;Jerseys;web;San Gil;Santander;Addi Payment;Low
2834;2025-10-09 12:31:15-05:00;2025-10-09;paid;499.600,00;499.600,00;0,00;79.768,07;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / XL / Masculino;2;124.900,00;SI;0.0;Jerseys;web;Caicedonia;Valle Del Cauca;Addi Payment;Low
2834;2025-10-09 12:31:15-05:00;2025-10-09;paid;499.600,00;499.600,00;0,00;79.768,07;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Azul / M / Femenino;2;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2836;2025-10-09 17:00:29-05:00;2025-10-09;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / S / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Barranquilla;Atlántico;Wompi;Low
2838;2025-10-15 22:36:31-05:00;2025-10-15;paid;499.600,00;499.600,00;0,00;79.768,07;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / XL / Masculino;2;124.900,00;SI;0.0;Jerseys;web;Rionegro;Antioquia;Addi Payment;Low
2838;2025-10-15 22:36:31-05:00;2025-10-15;paid;499.600,00;499.600,00;0,00;79.768,07;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / 2XL / Masculino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2838;2025-10-15 22:36:31-05:00;2025-10-15;paid;499.600,00;499.600,00;0,00;79.768,07;ELEVENPRO10;0,00;80305;Jersey de Ciclismo â€“ Colombia en Cada Costura + Calcetines de Regalo - Blanco / L / Femenino;1;124.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2839;2025-10-16 16:47:18-05:00;2025-10-16;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26904;Enterizo Manga Corta - S;1;227.940,00;NO;0.0;Enterizo;web;Medellín;Antioquia;Wompi;Low
2841;2025-10-16 22:34:38-05:00;2025-10-16;paid;579.800,00;579.800,00;0,00;0,00;ELEVENPRO10;0,00;3401;Pantaloneta Estelar Black Motion - L;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
